pass_1,pass_2,numOfFlights,From,To
2963,2996,4,2017-01-10,2017-02-21
3019,3076,4,2017-01-10,2017-01-24
1288,1696,4,2017-01-10,2017-02-04
430,1299,4,2017-01-10,2017-01-30
3122,3134,4,2017-01-11,2017-01-29
3301,3317,4,2017-01-13,2017-02-19
243,607,4,2017-01-13,2017-02-19
208,294,4,2017-01-13,2017-02-19
223,3132,4,2017-01-13,2017-02-26
693,3109,4,2017-01-13,2017-02-17
3408,3472,4,2017-01-13,2017-02-27
314,1503,4,2017-01-13,2017-02-03
3649,3661,4,2017-01-15,2017-03-27
364,3491,4,2017-01-17,2017-01-31
3719,3739,4,2017-01-19,2017-02-19
3822,3887,4,2017-01-19,2017-02-27
3924,3933,4,2017-01-19,2017-02-03
3945,3949,4,2017-01-19,2017-02-23
3910,3947,4,2017-01-19,2017-03-25
4051,4053,4,2017-01-20,2017-02-10
4060,4083,4,2017-01-20,2017-02-10
4075,4090,4,2017-01-20,2017-02-10
4009,4088,4,2017-01-20,2017-02-10
295,3193,4,2017-01-20,2017-01-31
246,3195,4,2017-01-20,2017-01-31
218,3188,4,2017-01-20,2017-01-31
1867,2705,4,2017-01-20,2017-02-28
248,1300,4,2017-01-21,2017-02-03
299,2568,4,2017-01-21,2017-02-03
1236,3932,4,2017-01-22,2017-04-06
2246,3548,4,2017-01-22,2017-02-17
701,3114,4,2017-01-23,2017-04-29
1311,2937,4,2017-01-25,2017-04-15
805,3735,4,2017-01-27,2017-03-22
4449,4451,4,2017-01-29,2017-02-26
4420,4464,4,2017-01-29,2017-02-26
4409,4466,4,2017-01-29,2017-02-17
4441,4486,4,2017-01-29,2017-02-18
4580,4597,4,2017-01-29,2017-05-10
4609,4673,4,2017-02-02,2017-02-27
4667,4670,4,2017-02-02,2017-02-13
204,2759,4,2017-02-02,2017-02-10
1439,1844,4,2017-02-02,2017-02-10
119,3604,4,2017-02-06,2017-03-11
4869,4880,4,2017-02-08,2017-04-24
2595,2601,4,2017-02-10,2017-03-30
1012,3959,4,2017-02-10,2017-05-12
465,2699,4,2017-02-11,2017-03-11
2932,3639,4,2017-02-13,2017-02-23
1384,3589,4,2017-02-13,2017-02-26
923,3679,4,2017-02-13,2017-02-26
5463,5479,4,2017-02-17,2017-03-03
940,4377,4,2017-02-20,2017-03-19
930,5420,4,2017-02-22,2017-03-10
3343,5122,4,2017-02-22,2017-03-17
2431,3642,4,2017-02-23,2017-03-31
780,4376,4,2017-02-23,2017-04-18
1145,1790,4,2017-02-23,2017-04-01
1722,5076,4,2017-02-24,2017-04-10
3858,4208,4,2017-02-24,2017-04-10
229,4224,4,2017-02-24,2017-04-10
5764,5792,4,2017-02-24,2017-03-18
4876,5343,4,2017-02-27,2017-03-31
2792,4977,4,2017-02-27,2017-03-14
602,3999,4,2017-03-03,2017-04-08
399,670,4,2017-03-03,2017-03-25
1258,2454,4,2017-03-03,2017-04-26
3569,3999,4,2017-03-03,2017-04-08
5927,5972,4,2017-03-05,2017-03-18
5979,5993,4,2017-03-05,2017-03-24
5718,5976,4,2017-03-10,2017-03-31
3920,5434,4,2017-03-13,2017-03-20
1692,5420,4,2017-03-13,2017-03-20
4903,5422,4,2017-03-13,2017-03-20
4609,5460,4,2017-03-13,2017-03-20
1548,3861,4,2017-03-13,2017-03-20
4346,5467,4,2017-03-13,2017-03-20
391,5053,4,2017-03-16,2017-04-05
6972,6987,4,2017-03-16,2017-05-16
7003,7029,4,2017-03-17,2017-04-12
5041,6673,4,2017-03-17,2017-05-11
7431,7496,4,2017-03-17,2017-04-29
3931,7663,4,2017-03-20,2017-05-08
3102,6111,4,2017-03-20,2017-04-13
7702,7790,4,2017-03-23,2017-04-27
3573,4184,4,2017-03-27,2017-04-17
2272,4440,4,2017-03-28,2017-04-21
2786,6159,4,2017-03-30,2017-04-21
2645,5800,4,2017-03-30,2017-04-29
8140,8157,4,2017-03-31,2017-04-25
8238,8300,4,2017-03-31,2017-04-30
8235,8281,4,2017-03-31,2017-05-01
8383,8390,4,2017-04-03,2017-04-30
813,6503,4,2017-04-10,2017-05-11
1028,2101,4,2017-04-10,2017-04-29
826,3741,4,2017-04-10,2017-05-20
3472,4919,4,2017-04-11,2017-04-20
1654,4266,4,2017-04-11,2017-05-11
2575,7191,4,2017-04-11,2017-05-22
3642,7463,4,2017-04-13,2017-04-21
5494,6832,4,2017-04-13,2017-05-03
5494,6893,4,2017-04-13,2017-05-03
1619,6833,4,2017-04-13,2017-05-03
438,2294,4,2017-04-13,2017-05-03
438,6855,4,2017-04-13,2017-05-03
4674,6885,4,2017-04-13,2017-05-03
5966,6039,4,2017-04-13,2017-05-03
6008,6848,4,2017-04-13,2017-05-03
4316,6839,4,2017-04-13,2017-05-03
5744,6047,4,2017-04-13,2017-05-03
5720,6858,4,2017-04-13,2017-05-03
5734,6069,4,2017-04-13,2017-05-03
4481,6039,4,2017-04-13,2017-05-03
6725,7613,4,2017-04-14,2017-05-01
1063,1868,4,2017-04-16,2017-05-23
3169,7602,4,2017-04-20,2017-05-06
2776,7618,4,2017-04-20,2017-05-06
606,2326,4,2017-04-20,2017-05-06
606,3855,4,2017-04-20,2017-05-06
8956,8970,4,2017-04-21,2017-05-07
8972,8994,4,2017-04-21,2017-05-15
8968,8970,4,2017-04-21,2017-05-07
1028,7120,4,2017-04-21,2017-05-09
1719,2432,4,2017-04-22,2017-05-17
1169,1747,4,2017-04-22,2017-05-12
3115,5232,4,2017-04-25,2017-05-29
4338,6127,4,2017-04-25,2017-05-15
2392,3329,4,2017-04-29,2017-05-20
701,1321,4,2017-04-29,2017-05-30
6507,9095,4,2017-04-30,2017-05-19
5509,6745,4,2017-04-30,2017-05-19
1646,6796,4,2017-04-30,2017-05-19
5787,8068,4,2017-05-01,2017-05-19
5989,6100,4,2017-05-01,2017-05-19
8089,8485,4,2017-05-01,2017-05-19
5564,6205,4,2017-05-01,2017-05-20
707,3466,4,2017-05-01,2017-05-15
9345,9366,4,2017-05-03,2017-05-21
9718,9761,4,2017-05-10,2017-05-27
5560,9581,4,2017-05-11,2017-05-18
979,9517,4,2017-05-11,2017-05-18
8893,9263,4,2017-05-13,2017-05-27
544,563,4,2017-01-02,2017-04-20
735,790,4,2017-01-02,2017-02-15
833,845,4,2017-01-02,2017-02-16
844,845,4,2017-01-02,2017-02-16
831,878,4,2017-01-02,2017-02-17
851,881,4,2017-01-02,2017-02-16
832,850,4,2017-01-02,2017-02-16
315,368,4,2017-01-03,2017-01-12
305,330,4,2017-01-03,2017-01-12
378,1057,4,2017-01-03,2017-01-12
1226,1236,4,2017-01-03,2017-02-23
1447,1472,4,2017-01-04,2017-02-24
328,733,4,2017-01-04,2017-01-17
792,1057,4,2017-01-04,2017-01-17
362,739,4,2017-01-04,2017-01-17
1077,1219,4,2017-01-05,2017-03-24
1917,1945,4,2017-01-08,2017-02-13
1902,1941,4,2017-01-08,2017-02-13
622,688,4,2017-01-02,2017-01-24
718,775,4,2017-01-02,2017-02-26
354,760,4,2017-01-04,2017-01-17
328,791,4,2017-01-04,2017-01-17
334,771,4,2017-01-04,2017-01-17
1837,1888,4,2017-01-08,2017-02-20
1998,2000,4,2017-01-08,2017-03-03
1904,1933,4,2017-01-08,2017-02-13
1969,1986,4,2017-01-08,2017-02-06
1984,1993,4,2017-01-08,2017-02-06
1936,1954,4,2017-01-08,2017-04-01
2114,2119,4,2017-01-09,2017-01-17
2148,2162,4,2017-01-09,2017-01-17
2256,2265,4,2017-01-09,2017-03-09
2203,2250,4,2017-01-09,2017-02-27
2216,2253,4,2017-01-09,2017-02-28
2548,2562,4,2017-01-10,2017-05-20
2544,2594,4,2017-01-10,2017-02-26
2546,2584,4,2017-01-10,2017-01-31
2647,2665,4,2017-01-10,2017-03-24
2712,2743,4,2017-01-10,2017-03-19
2929,2944,4,2017-01-10,2017-03-23
3162,3173,4,2017-01-11,2017-02-12
611,3157,4,2017-01-13,2017-01-24
333,2667,4,2017-01-13,2017-02-03
3515,3595,4,2017-01-15,2017-03-21
2130,3177,4,2017-01-15,2017-02-19
746,3475,4,2017-01-17,2017-01-31
772,3471,4,2017-01-17,2017-01-31
3723,3770,4,2017-01-19,2017-02-19
3904,3930,4,2017-01-19,2017-02-03
3908,3978,4,2017-01-19,2017-02-03
4007,4035,4,2017-01-20,2017-02-10
4053,4075,4,2017-01-20,2017-02-10
2199,3159,4,2017-01-20,2017-01-31
292,2183,4,2017-01-20,2017-01-31
1458,1853,4,2017-01-20,2017-02-28
650,2545,4,2017-01-21,2017-02-03
606,2521,4,2017-01-21,2017-02-03
1561,3978,4,2017-01-22,2017-02-28
199,2886,4,2017-01-22,2017-03-23
4202,4284,4,2017-01-22,2017-03-22
603,716,4,2017-01-23,2017-04-08
4371,4388,4,2017-01-24,2017-02-10
2284,3536,4,2017-01-28,2017-02-21
4440,4473,4,2017-01-29,2017-04-21
126,3648,4,2017-01-29,2017-02-21
4673,4675,4,2017-02-02,2017-02-27
1377,2743,4,2017-02-04,2017-02-25
1813,2911,4,2017-02-04,2017-02-25
4726,4765,4,2017-02-06,2017-05-08
4944,4965,4,2017-02-09,2017-03-15
4979,4988,4,2017-02-09,2017-03-10
4917,4979,4,2017-02-09,2017-03-10
5154,5171,4,2017-02-12,2017-03-01
946,3681,4,2017-02-13,2017-02-26
1384,3540,4,2017-02-13,2017-02-26
2910,3536,4,2017-02-13,2017-02-23
1313,2335,4,2017-02-13,2017-02-23
385,5122,4,2017-02-17,2017-03-06
5416,5477,4,2017-02-17,2017-03-03
5478,5499,4,2017-02-17,2017-03-03
5432,5440,4,2017-02-17,2017-03-03
56,1984,4,2017-02-22,2017-03-17
4217,5319,4,2017-02-24,2017-04-10
5720,5779,4,2017-02-24,2017-03-24
727,4428,4,2017-03-04,2017-04-13
5938,5991,4,2017-03-05,2017-03-30
652,1982,4,2017-03-05,2017-04-10
2137,5133,4,2017-03-05,2017-04-10
6080,6083,4,2017-03-05,2017-04-12
2544,5420,4,2017-03-13,2017-03-20
3492,5467,4,2017-03-13,2017-03-20
4346,4988,4,2017-03-13,2017-03-20
1598,4551,4,2017-03-16,2017-04-13
3991,4641,4,2017-03-16,2017-04-13
4082,4632,4,2017-03-16,2017-04-12
1444,4178,4,2017-03-16,2017-05-20
4205,4646,4,2017-03-16,2017-04-05
4292,5356,4,2017-03-16,2017-04-13
6912,6979,4,2017-03-16,2017-04-29
7014,7025,4,2017-03-17,2017-05-15
7326,7392,4,2017-03-17,2017-04-30
7442,7485,4,2017-03-17,2017-04-29
7421,7436,4,2017-03-17,2017-04-29
3928,7616,4,2017-03-20,2017-04-21
675,4814,4,2017-03-20,2017-04-15
7827,7853,4,2017-03-24,2017-04-17
2182,2288,4,2017-03-27,2017-04-23
844,2075,4,2017-03-27,2017-04-23
5390,5858,4,2017-04-01,2017-05-12
7793,8386,4,2017-04-05,2017-04-28
8517,8557,4,2017-04-07,2017-05-13
8577,8593,4,2017-04-07,2017-05-13
758,4321,4,2017-04-08,2017-05-12
1028,7543,4,2017-04-10,2017-04-29
3016,4734,4,2017-04-10,2017-05-11
2401,3171,4,2017-04-11,2017-04-20
1619,6870,4,2017-04-13,2017-05-03
1619,4607,4,2017-04-13,2017-05-03
1619,6071,4,2017-04-13,2017-05-03
5964,6077,4,2017-04-13,2017-05-03
5964,6096,4,2017-04-13,2017-05-03
4373,4942,4,2017-04-13,2017-05-03
4373,6880,4,2017-04-13,2017-05-03
6001,6469,4,2017-04-13,2017-05-03
438,4674,4,2017-04-13,2017-05-03
6069,6814,4,2017-04-13,2017-05-03
6069,6885,4,2017-04-13,2017-05-03
5440,6008,4,2017-04-13,2017-05-03
5966,6866,4,2017-04-13,2017-05-03
6096,6858,4,2017-04-13,2017-05-03
5481,6814,4,2017-04-13,2017-05-03
5788,6847,4,2017-04-13,2017-05-03
2773,5993,4,2017-04-13,2017-05-03
6047,6833,4,2017-04-13,2017-05-03
6047,6898,4,2017-04-13,2017-05-03
4412,6866,4,2017-04-13,2017-05-03
5771,6016,4,2017-04-13,2017-05-03
6160,6784,4,2017-04-14,2017-05-23
6950,7192,4,2017-04-15,2017-05-09
8732,8749,4,2017-04-19,2017-05-22
8722,8792,4,2017-04-19,2017-05-22
3169,7685,4,2017-04-20,2017-05-06
901,2868,4,2017-04-20,2017-05-06
3292,8190,4,2017-04-20,2017-05-06
258,4147,4,2017-04-22,2017-05-17
8013,8180,4,2017-04-24,2017-05-17
4563,8497,4,2017-04-25,2017-05-19
3471,3527,4,2017-04-25,2017-05-20
1938,5220,4,2017-04-25,2017-05-29
9040,9058,4,2017-04-26,2017-05-15
1956,5740,4,2017-04-26,2017-05-27
439,6093,4,2017-04-26,2017-05-27
756,8245,4,2017-04-26,2017-05-14
877,8350,4,2017-04-26,2017-05-14
2982,3743,4,2017-04-28,2017-05-12
286,3749,4,2017-04-29,2017-05-20
5579,7602,4,2017-04-30,2017-05-19
6745,8353,4,2017-04-30,2017-05-19
6745,7868,4,2017-04-30,2017-05-19
6745,8289,4,2017-04-30,2017-05-19
6786,7602,4,2017-04-30,2017-05-19
1940,7685,4,2017-04-30,2017-05-19
4249,8289,4,2017-04-30,2017-05-19
6558,9027,4,2017-04-30,2017-05-18
451,8037,4,2017-05-01,2017-05-19
1613,4395,4,2017-05-01,2017-05-19
6052,8411,4,2017-05-01,2017-05-19
1053,4395,4,2017-05-01,2017-05-19
4034,8969,4,2017-05-07,2017-05-22
701,4171,4,2017-05-07,2017-05-20
8558,8862,4,2017-05-13,2017-05-25
515,522,4,2017-01-02,2017-02-15
832,881,4,2017-01-02,2017-02-16
852,867,4,2017-01-02,2017-02-17
941,946,4,2017-01-02,2017-02-21
1134,1180,4,2017-01-03,2017-02-10
308,354,4,2017-01-03,2017-01-12
324,701,4,2017-01-04,2017-01-17
355,716,4,2017-01-04,2017-01-17
362,701,4,2017-01-04,2017-01-17
1566,1590,4,2017-01-07,2017-02-15
1928,1964,4,2017-01-08,2017-03-03
2115,2162,4,2017-01-09,2017-01-17
837,894,4,2017-01-02,2017-02-16
730,1053,4,2017-01-04,2017-01-17
761,1029,4,2017-01-04,2017-01-17
1957,1961,4,2017-01-08,2017-02-06
1917,1989,4,2017-01-08,2017-02-13
1908,1994,4,2017-01-08,2017-03-05
2187,2188,4,2017-01-09,2017-01-17
2130,2190,4,2017-01-09,2017-01-17
2145,2163,4,2017-01-09,2017-01-17
2145,2182,4,2017-01-09,2017-01-17
2311,2369,4,2017-01-09,2017-03-05
2444,2456,4,2017-01-09,2017-04-06
72,2082,4,2017-01-10,2017-03-07
2569,2572,4,2017-01-10,2017-04-21
3107,3112,4,2017-01-11,2017-02-01
204,3141,4,2017-01-13,2017-04-21
255,624,4,2017-01-13,2017-01-24
369,1576,4,2017-01-13,2017-02-03
1223,2608,4,2017-01-13,2017-02-03
3541,3575,4,2017-01-15,2017-03-22
3611,3668,4,2017-01-15,2017-03-27
3646,3659,4,2017-01-15,2017-03-28
3629,3700,4,2017-01-15,2017-03-07
3739,3770,4,2017-01-19,2017-02-19
3906,3980,4,2017-01-19,2017-02-03
3929,3932,4,2017-01-19,2017-02-23
4016,4078,4,2017-01-20,2017-02-10
246,2152,4,2017-01-20,2017-01-31
4165,4171,4,2017-01-20,2017-03-01
293,1645,4,2017-01-21,2017-02-03
293,2567,4,2017-01-21,2017-02-03
490,1693,4,2017-01-21,2017-02-03
1503,3974,4,2017-01-22,2017-02-10
2278,3561,4,2017-01-22,2017-02-28
154,2870,4,2017-01-22,2017-02-15
4201,4224,4,2017-01-22,2017-03-27
4291,4297,4,2017-01-22,2017-03-27
601,1300,4,2017-01-24,2017-02-28
4383,4386,4,2017-01-24,2017-02-13
935,2975,4,2017-01-25,2017-03-24
901,2969,4,2017-01-25,2017-02-10
1581,1693,4,2017-01-26,2017-03-20
2290,3575,4,2017-01-28,2017-03-28
4407,4466,4,2017-01-29,2017-02-17
4403,4411,4,2017-01-29,2017-02-17
4632,4686,4,2017-02-02,2017-02-13
4618,4668,4,2017-02-02,2017-02-27
4618,4665,4,2017-02-02,2017-02-27
4671,4695,4,2017-02-02,2017-02-27
1288,2972,4,2017-02-04,2017-02-25
2972,3046,4,2017-02-04,2017-02-25
3119,3349,4,2017-02-06,2017-03-19
618,3271,4,2017-02-06,2017-03-19
2486,3612,4,2017-02-06,2017-03-11
2390,2440,4,2017-02-06,2017-03-11
2233,4407,4,2017-02-10,2017-02-28
1849,2502,4,2017-02-12,2017-05-24
2996,3536,4,2017-02-13,2017-05-24
2996,3620,4,2017-02-13,2017-04-07
135,2909,4,2017-02-13,2017-03-24
126,2212,4,2017-02-13,2017-04-21
2935,3547,4,2017-02-13,2017-04-29
1043,3482,4,2017-02-17,2017-03-06
5401,5416,4,2017-02-17,2017-03-03
5484,5496,4,2017-02-17,2017-03-03
5431,5446,4,2017-02-17,2017-03-03
5466,5500,4,2017-02-17,2017-03-03
5406,5423,4,2017-02-17,2017-03-03
5419,5420,4,2017-02-17,2017-03-03
1476,5082,4,2017-02-19,2017-03-20
5522,5529,4,2017-02-19,2017-04-21
1666,5467,4,2017-02-22,2017-04-05
4052,5402,4,2017-02-22,2017-03-10
2431,3454,4,2017-02-23,2017-03-31
5714,5720,4,2017-02-24,2017-03-20
5705,5741,4,2017-02-24,2017-03-18
4700,4957,4,2017-02-27,2017-03-13
2686,2904,4,2017-03-03,2017-04-08
1649,2909,4,2017-03-03,2017-03-25
844,3250,4,2017-03-05,2017-04-10
6068,6073,4,2017-03-05,2017-04-05
6013,6090,4,2017-03-05,2017-04-05
1616,5982,4,2017-03-10,2017-03-31
5792,5976,4,2017-03-10,2017-03-31
5793,5912,4,2017-03-10,2017-03-31
1375,5996,4,2017-03-10,2017-03-31
4957,6093,4,2017-03-10,2017-04-26
1444,3920,4,2017-03-13,2017-03-20
6501,6532,4,2017-03-13,2017-04-21
1819,3492,4,2017-03-16,2017-04-13
2848,4300,4,2017-03-16,2017-04-05
7062,7075,4,2017-03-17,2017-04-12
8057,8074,4,2017-03-28,2017-05-17
8115,8181,4,2017-03-31,2017-04-29
4190,6773,4,2017-04-01,2017-05-12
4321,4983,4,2017-04-08,2017-05-12
2527,4983,4,2017-04-08,2017-05-12
1267,4897,4,2017-04-08,2017-04-24
2910,3414,4,2017-04-10,2017-05-10
1858,7162,4,2017-04-11,2017-05-15
3573,7363,4,2017-04-11,2017-05-13
324,2773,4,2017-04-13,2017-05-03
324,4316,4,2017-04-13,2017-05-03
5494,6866,4,2017-04-13,2017-05-03
5798,6889,4,2017-04-13,2017-05-03
1817,6069,4,2017-04-13,2017-05-03
6001,6880,4,2017-04-13,2017-05-03
438,6878,4,2017-04-13,2017-05-03
438,5440,4,2017-04-13,2017-05-03
959,6893,4,2017-04-13,2017-05-03
2717,6854,4,2017-04-13,2017-05-03
6075,6469,4,2017-04-13,2017-05-03
5440,6870,4,2017-04-13,2017-05-03
4607,5954,4,2017-04-13,2017-05-03
2294,6866,4,2017-04-13,2017-05-03
4990,6889,4,2017-04-13,2017-05-03
5481,6824,4,2017-04-13,2017-05-03
5788,6858,4,2017-04-13,2017-05-03
2773,6884,4,2017-04-13,2017-05-03
2773,6830,4,2017-04-13,2017-05-03
4481,6854,4,2017-04-13,2017-05-03
4404,6774,4,2017-04-14,2017-05-13
3764,3967,4,2017-04-16,2017-05-23
4497,7618,4,2017-04-20,2017-05-06
5482,7629,4,2017-04-20,2017-05-06
5442,8190,4,2017-04-20,2017-05-06
7645,8132,4,2017-04-20,2017-05-06
3855,7605,4,2017-04-20,2017-05-06
4550,7618,4,2017-04-20,2017-05-06
8958,8984,4,2017-04-21,2017-05-07
8931,8979,4,2017-04-21,2017-05-07
8917,8991,4,2017-04-21,2017-05-20
8934,8973,4,2017-04-21,2017-05-07
1504,2802,4,2017-04-21,2017-05-12
4213,5978,4,2017-04-21,2017-05-09
7831,8969,4,2017-04-22,2017-05-17
2928,3295,4,2017-04-22,2017-05-12
546,5243,4,2017-04-25,2017-05-29
3742,6507,4,2017-04-25,2017-05-15
9006,9091,4,2017-04-26,2017-05-10
9031,9089,4,2017-04-26,2017-05-12
877,7822,4,2017-04-26,2017-05-14
815,3329,4,2017-04-29,2017-05-20
7384,8721,4,2017-04-29,2017-05-23
4395,6773,4,2017-05-01,2017-05-19
4983,5989,4,2017-05-01,2017-05-19
6231,8105,4,2017-05-01,2017-05-24
7418,7612,4,2017-05-01,2017-05-20
9374,9384,4,2017-05-03,2017-05-21
9373,9382,4,2017-05-03,2017-05-21
2719,9505,4,2017-05-11,2017-05-18
437,1849,4,2017-05-12,2017-05-24
5547,5740,4,2017-05-12,2017-05-27
4827,9266,4,2017-05-13,2017-05-27
6020,7872,4,2017-05-17,2017-05-30
5509,5989,4,2017-05-17,2017-05-30
657,665,4,2017-01-02,2017-01-21
601,615,4,2017-01-02,2017-01-24
777,790,4,2017-01-02,2017-02-15
805,848,4,2017-01-02,2017-02-16
1156,1163,4,2017-01-03,2017-02-25
364,1044,4,2017-01-03,2017-01-12
330,1043,4,2017-01-03,2017-01-12
341,362,4,2017-01-03,2017-01-12
392,1051,4,2017-01-03,2017-01-12
334,1026,4,2017-01-03,2017-01-12
1240,1250,4,2017-01-03,2017-01-22
740,1057,4,2017-01-04,2017-01-17
324,746,4,2017-01-04,2017-01-17
717,718,4,2017-01-02,2017-02-26
1302,1372,4,2017-01-03,2017-03-23
727,1026,4,2017-01-04,2017-02-17
355,704,4,2017-01-04,2017-01-17
1956,1997,4,2017-01-08,2017-02-13
1920,1941,4,2017-01-08,2017-02-13
1928,1930,4,2017-01-08,2017-03-03
2161,2174,4,2017-01-09,2017-02-26
2226,2235,4,2017-01-09,2017-02-13
2225,2262,4,2017-01-09,2017-02-13
2225,2261,4,2017-01-09,2017-02-13
2369,2392,4,2017-01-09,2017-03-05
2426,2489,4,2017-01-09,2017-03-05
2415,2486,4,2017-01-09,2017-03-05
2082,2392,4,2017-01-10,2017-03-07
2534,2584,4,2017-01-10,2017-01-31
2755,2797,4,2017-01-10,2017-04-11
2709,2767,4,2017-01-10,2017-02-27
2817,2831,4,2017-01-10,2017-04-16
435,1273,4,2017-01-10,2017-02-15
3137,3186,4,2017-01-11,2017-01-21
3169,3192,4,2017-01-11,2017-01-24
283,3101,4,2017-01-13,2017-05-13
3438,3491,4,2017-01-13,2017-01-29
3439,3483,4,2017-01-13,2017-01-29
369,1561,4,2017-01-13,2017-02-03
2165,3148,4,2017-01-15,2017-03-27
3806,3815,4,2017-01-19,2017-02-18
3821,3883,4,2017-01-19,2017-03-29
4025,4078,4,2017-01-20,2017-02-10
4002,4042,4,2017-01-20,2017-02-10
4035,4080,4,2017-01-20,2017-02-10
221,609,4,2017-01-20,2017-01-31
1645,2570,4,2017-01-21,2017-02-03
1087,3149,4,2017-01-21,2017-02-14
1034,1636,4,2017-01-21,2017-03-10
2244,3561,4,2017-01-22,2017-02-28
4318,4345,4,2017-01-24,2017-02-20
997,2944,4,2017-01-25,2017-03-24
961,1370,4,2017-01-25,2017-02-10
2249,3599,4,2017-01-28,2017-04-01
4464,4474,4,2017-01-29,2017-02-26
2436,3611,4,2017-01-29,2017-05-24
4088,4346,4,2017-01-31,2017-02-26
4069,4380,4,2017-01-31,2017-02-26
421,1653,4,2017-02-01,2017-03-11
4643,4685,4,2017-02-02,2017-02-13
4609,4655,4,2017-02-02,2017-02-27
4680,4685,4,2017-02-02,2017-02-13
1074,2789,4,2017-02-02,2017-02-10
437,1322,4,2017-02-04,2017-02-26
1111,4199,4,2017-02-05,2017-04-08
1971,3135,4,2017-02-06,2017-03-06
4717,4765,4,2017-02-06,2017-05-08
2554,4407,4,2017-02-10,2017-02-28
970,1849,4,2017-02-12,2017-04-06
5279,5286,4,2017-02-12,2017-05-08
1933,3331,4,2017-02-13,2017-05-08
5342,5377,4,2017-02-13,2017-04-06
5332,5344,4,2017-02-13,2017-04-08
2293,3620,4,2017-02-13,2017-04-07
946,1398,4,2017-02-13,2017-02-26
2985,3577,4,2017-02-13,2017-04-07
1384,3577,4,2017-02-13,2017-04-07
1524,2325,4,2017-02-15,2017-04-10
308,3408,4,2017-02-17,2017-03-28
731,3779,4,2017-02-17,2017-03-06
731,3482,4,2017-02-17,2017-03-06
5458,5494,4,2017-02-17,2017-03-03
5464,5496,4,2017-02-17,2017-03-03
5466,5468,4,2017-02-17,2017-03-03
5409,5432,4,2017-02-17,2017-03-03
2729,5042,4,2017-02-19,2017-03-20
1819,5055,4,2017-02-19,2017-03-20
4647,5009,4,2017-02-19,2017-03-20
1482,5420,4,2017-02-22,2017-03-10
4319,5156,4,2017-02-22,2017-03-17
1043,2477,4,2017-02-22,2017-03-17
4022,4169,4,2017-02-23,2017-03-26
1722,4678,4,2017-02-24,2017-04-10
5711,5769,4,2017-02-24,2017-03-24
5715,5762,4,2017-02-24,2017-03-20
780,1336,4,2017-02-25,2017-04-23
2781,4977,4,2017-02-27,2017-03-14
1513,2488,4,2017-03-03,2017-04-26
1261,3587,4,2017-03-03,2017-03-25
1077,2565,4,2017-03-03,2017-04-26
5942,5948,4,2017-03-05,2017-03-30
2747,4761,4,2017-03-10,2017-04-21
1371,6054,4,2017-03-10,2017-04-17
4945,6027,4,2017-03-13,2017-03-20
1572,1643,4,2017-03-13,2017-03-20
3991,4914,4,2017-03-13,2017-03-20
6644,6656,4,2017-03-15,2017-05-18
6812,6863,4,2017-03-15,2017-04-30
3184,4300,4,2017-03-16,2017-04-05
391,5025,4,2017-03-16,2017-04-05
2710,4554,4,2017-03-16,2017-04-13
2596,2775,4,2017-03-16,2017-04-05
7140,7148,4,2017-03-17,2017-05-08
7407,7431,4,2017-03-17,2017-04-29
7454,7477,4,2017-03-17,2017-04-29
1167,7509,4,2017-03-19,2017-04-30
1252,2523,4,2017-03-20,2017-04-13
2492,5100,4,2017-03-22,2017-04-14
2271,3706,4,2017-03-22,2017-04-13
7721,7759,4,2017-03-23,2017-04-11
1250,4470,4,2017-03-24,2017-05-12
2956,4361,4,2017-03-27,2017-05-07
2288,3226,4,2017-03-27,2017-04-23
3642,5946,4,2017-03-30,2017-04-16
2645,2780,4,2017-03-30,2017-04-29
8217,8253,4,2017-03-31,2017-05-01
8217,8281,4,2017-03-31,2017-05-01
8381,8383,4,2017-04-03,2017-04-30
5370,6748,4,2017-04-07,2017-05-14
431,4627,4,2017-04-07,2017-05-12
3883,5043,4,2017-04-08,2017-05-01
6565,8232,4,2017-04-08,2017-05-13
324,2759,4,2017-04-13,2017-05-03
324,1865,4,2017-04-13,2017-05-03
324,6866,4,2017-04-13,2017-05-03
1619,6896,4,2017-04-13,2017-05-03
5724,6832,4,2017-04-13,2017-05-03
438,6017,4,2017-04-13,2017-05-03
477,4942,4,2017-04-13,2017-05-03
2717,5769,4,2017-04-13,2017-05-03
6069,6848,4,2017-04-13,2017-05-03
5761,6071,4,2017-04-13,2017-05-03
3576,5734,4,2017-04-13,2017-05-03
3576,5993,4,2017-04-13,2017-05-03
4942,6830,4,2017-04-13,2017-05-03
5771,6897,4,2017-04-13,2017-05-03
1884,6817,4,2017-04-13,2017-05-03
917,1624,4,2017-04-16,2017-05-01
3278,6097,4,2017-04-17,2017-05-06
347,7367,4,2017-04-17,2017-05-23
5530,7677,4,2017-04-18,2017-05-30
1230,7685,4,2017-04-20,2017-05-06
3855,7629,4,2017-04-20,2017-05-06
3735,4497,4,2017-04-20,2017-05-06
8928,8936,4,2017-04-21,2017-05-07
8914,8920,4,2017-04-21,2017-05-07
8950,8956,4,2017-04-21,2017-05-07
2530,4761,4,2017-04-21,2017-05-13
629,4795,4,2017-04-25,2017-05-29
3742,8257,4,2017-04-25,2017-05-15
1669,8288,4,2017-04-25,2017-05-12
9030,9077,4,2017-04-26,2017-05-12
1317,3711,4,2017-04-29,2017-05-20
